time,x1,y1,x2,y2
12.569,3.79E-02,-0.232,9.73E-02,-0.416
12.577,5.10E-02,-0.23,0.12,-0.41
12.585,6.61E-02,-0.225,0.142,-0.403
12.594,8.06E-02,-0.224,0.163,-0.394
12.602,9.34E-02,-0.22,0.183,-0.386
12.61,0.105,-0.215,0.201,-0.376
12.619,0.115,-0.205,0.219,-0.367
12.627,0.125,-0.198,0.234,-0.356
12.635,0.135,-0.192,0.25,-0.346
12.644,0.144,-0.184,0.265,-0.338
12.652,0.153,-0.177,0.278,-0.327
12.66,0.161,-0.17,0.29,-0.316
12.669,0.168,-0.163,0.303,-0.304
12.677,0.174,-0.156,0.315,-0.291
12.685,0.18,-0.15,0.327,-0.277
12.694,0.185,-0.144,0.336,-0.263
12.702,0.189,-0.138,0.345,-0.249
12.71,0.193,-0.132,0.353,-0.237
12.719,0.197,-0.127,0.36,-0.226
12.727,0.2,-0.122,0.367,-0.215
12.735,0.202,-0.117,0.373,-0.207
12.744,0.204,-0.113,0.377,-0.197
12.752,0.206,-0.11,0.382,-0.186
12.76,0.208,-0.107,0.386,-0.176
12.769,0.209,-0.105,0.391,-0.165
12.777,0.21,-0.103,0.394,-0.154
12.785,0.211,-0.102,0.396,-0.145
12.794,0.214,-9.92E-02,0.397,-0.138
12.802,0.211,-0.101,0.401,-0.132
12.81,0.214,-9.92E-02,0.401,-0.126
12.819,0.211,-0.102,0.402,-0.121
12.827,0.21,-0.103,0.402,-0.116
12.835,0.209,-0.105,0.401,-0.111
12.844,0.208,-0.107,0.4,-0.107
12.852,0.207,-0.11,0.398,-0.104
12.86,0.205,-0.113,0.396,-0.102
12.869,0.203,-0.116,0.393,-0.101
12.877,0.201,-0.12,0.39,-0.101
12.885,0.198,-0.124,0.386,-9.82E-02
12.894,0.195,-0.129,0.383,-9.97E-02
12.902,0.192,-0.133,0.379,-0.102
12.91,0.188,-0.138,0.374,-0.106
12.919,0.184,-0.144,0.37,-0.111
12.927,0.18,-0.149,0.365,-0.117
12.935,0.175,-0.155,0.36,-0.123
12.944,0.17,-0.161,0.355,-0.13
12.952,0.164,-0.166,0.35,-0.139
12.96,0.158,-0.172,0.344,-0.149
12.969,0.151,-0.178,0.338,-0.16
12.977,0.145,-0.184,0.332,-0.172
12.985,0.137,-0.19,0.324,-0.185
12.994,0.13,-0.195,0.316,-0.2
13.002,0.122,-0.201,0.308,-0.216
13.01,0.114,-0.206,0.299,-0.232
13.019,0.107,-0.214,0.291,-0.245
13.028,9.85E-02,-0.218,0.28,-0.263
13.036,9.06E-02,-0.221,0.266,-0.284
13.044,8.31E-02,-0.224,0.248,-0.307
13.053,7.44E-02,-0.222,0.239,-0.318
13.061,6.85E-02,-0.224,0.215,-0.343
13.069,6.28E-02,-0.226,0.194,-0.363
13.078,5.77E-02,-0.228,0.18,-0.374
13.086,5.30E-02,-0.229,0.157,-0.39
13.094,4.89E-02,-0.23,0.119,-0.41
13.103,4.54E-02,-0.231,9.94E-02,-0.416
13.111,4.16E-02,-0.231,5.51E-02,-0.424
13.119,3.81E-02,-0.232,3.58E-02,-0.426
13.128,3.33E-02,-0.233,-7.99E-03,-0.423
13.136,2.77E-02,-0.234,-3.81E-02,-0.417
13.144,2.06E-02,-0.235,-5.62E-02,-0.412
13.153,9.75E-03,-0.241,-9.30E-02,-0.398
13.161,1.88E-03,-0.241,-0.117,-0.388
13.169,-7.13E-03,-0.241,-0.141,-0.375
13.178,-1.69E-02,-0.237,-0.162,-0.362
13.186,-2.76E-02,-0.236,-0.181,-0.35
13.194,-3.97E-02,-0.238,-0.2,-0.338
13.203,-5.21E-02,-0.235,-0.216,-0.327
13.211,-6.47E-02,-0.232,-0.233,-0.316
13.219,-7.76E-02,-0.228,-0.248,-0.306
13.228,-8.92E-02,-0.225,-0.261,-0.296
13.236,-0.101,-0.221,-0.275,-0.287
13.244,-0.112,-0.215,-0.287,-0.28
13.253,-0.124,-0.207,-0.299,-0.273
13.261,-0.134,-0.199,-0.31,-0.266
13.269,-0.145,-0.192,-0.32,-0.261
13.278,-0.155,-0.184,-0.33,-0.256
13.286,-0.165,-0.176,-0.338,-0.251
13.294,-0.175,-0.167,-0.345,-0.247
13.303,-0.183,-0.158,-0.351,-0.244
13.311,-0.191,-0.149,-0.355,-0.241
13.319,-0.198,-0.14,-0.359,-0.238
13.328,-0.204,-0.131,-0.362,-0.235
13.336,-0.209,-0.122,-0.363,-0.232
13.344,-0.214,-0.115,-0.364,-0.229
13.353,-0.218,-0.107,-0.364,-0.227
13.361,-0.224,-9.94E-02,-0.363,-0.224
13.369,-0.225,-9.05E-02,-0.363,-0.222
13.378,-0.228,-8.47E-02,-0.362,-0.219
13.386,-0.23,-7.97E-02,-0.361,-0.218
13.394,-0.231,-7.56E-02,-0.359,-0.216
13.403,-0.232,-7.23E-02,-0.358,-0.215
13.411,-0.233,-7.01E-02,-0.357,-0.215
13.419,-0.235,-7.18E-02,-0.355,-0.215
13.428,-0.235,-7.09E-02,-0.354,-0.215
13.436,-0.235,-7.08E-02,-0.352,-0.216
13.444,-0.235,-7.13E-02,-0.351,-0.218
13.453,-0.233,-6.90E-02,-0.349,-0.22
13.461,-0.232,-7.15E-02,-0.348,-0.222
13.469,-0.231,-7.42E-02,-0.347,-0.226
13.478,-0.23,-7.81E-02,-0.345,-0.23
13.486,-0.229,-8.24E-02,-0.344,-0.234
13.494,-0.227,-8.78E-02,-0.343,-0.239
13.503,-0.223,-9.45E-02,-0.345,-0.241
13.511,-0.219,-0.101,-0.343,-0.249
13.519,-0.215,-0.109,-0.341,-0.255
13.528,-0.211,-0.117,-0.339,-0.261
13.536,-0.206,-0.126,-0.337,-0.266
13.544,-0.2,-0.134,-0.335,-0.272
13.553,-0.194,-0.143,-0.332,-0.278
13.561,-0.187,-0.152,-0.328,-0.283
13.569,-0.178,-0.162,-0.322,-0.287
13.578,-0.169,-0.172,-0.316,-0.293
13.586,-0.159,-0.182,-0.309,-0.298
13.594,-0.148,-0.19,-0.301,-0.303
13.603,-0.136,-0.197,-0.292,-0.308
13.611,-0.124,-0.204,-0.281,-0.313
13.619,-0.113,-0.211,-0.269,-0.318
13.628,-0.1,-0.217,-0.256,-0.325
13.636,-8.76E-02,-0.222,-0.243,-0.331
13.644,-7.42E-02,-0.227,-0.227,-0.338
13.653,-5.91E-02,-0.228,-0.212,-0.345
13.661,-4.60E-02,-0.231,-0.195,-0.354
13.669,-3.28E-02,-0.233,-0.177,-0.362
13.678,-2.06E-02,-0.236,-0.156,-0.371
13.686,-8.70E-03,-0.238,-0.136,-0.38
13.694,2.04E-03,-0.238,-0.116,-0.388
13.703,1.15E-02,-0.237,-9.44E-02,-0.396
13.711,1.95E-02,-0.237,-6.98E-02,-0.404
13.719,2.76E-02,-0.236,-4.39E-02,-0.411
13.728,3.55E-02,-0.235,-1.62E-02,-0.417
13.736,4.30E-02,-0.233,1.19E-02,-0.421
13.744,4.96E-02,-0.232,5.21E-02,-0.422
13.753,5.53E-02,-0.231,7.22E-02,-0.42
13.761,6.04E-02,-0.23,0.111,-0.414
13.769,6.52E-02,-0.228,0.133,-0.408
13.778,6.99E-02,-0.227,0.159,-0.396
13.786,7.81E-02,-0.227,0.184,-0.382
13.794,8.30E-02,-0.225,0.205,-0.37
13.803,8.85E-02,-0.223,0.233,-0.341
13.811,9.43E-02,-0.22,0.251,-0.322
13.819,0.1,-0.218,0.261,-0.31
13.828,0.105,-0.212,0.274,-0.294
13.836,0.111,-0.209,0.29,-0.272
13.844,0.118,-0.205,0.303,-0.25
13.853,0.125,-0.201,0.31,-0.236
13.861,0.132,-0.197,0.317,-0.222
13.869,0.139,-0.192,0.325,-0.207
13.878,0.145,-0.187,0.332,-0.192
13.886,0.151,-0.182,0.339,-0.178
13.894,0.157,-0.177,0.344,-0.165
13.903,0.163,-0.172,0.35,-0.153
13.911,0.168,-0.167,0.354,-0.142
13.919,0.173,-0.162,0.358,-0.133
13.928,0.177,-0.157,0.362,-0.125
13.936,0.181,-0.152,0.366,-0.118
13.944,0.185,-0.148,0.369,-0.112
13.953,0.188,-0.143,0.372,-0.106
13.961,0.191,-0.139,0.374,-0.102
13.969,0.194,-0.136,0.377,-9.87E-02
13.978,0.196,-0.133,0.379,-9.61E-02
13.986,0.197,-0.13,0.381,-9.43E-02
13.994,0.199,-0.128,0.383,-9.34E-02
14.003,0.2,-0.126,0.385,-9.33E-02
14.011,0.201,-0.124,0.387,-9.06E-02
14.02,0.201,-0.123,0.388,-9.21E-02
14.028,0.202,-0.123,0.389,-9.46E-02
14.036,0.202,-0.123,0.388,-0.101
14.044,0.202,-0.123,0.389,-0.106
14.053,0.201,-0.124,0.389,-0.111
14.061,0.2,-0.125,0.388,-0.117
14.07,0.199,-0.127,0.387,-0.124
14.078,0.198,-0.128,0.386,-0.131
14.086,0.197,-0.131,0.384,-0.139
14.095,0.195,-0.134,0.382,-0.148
14.103,0.193,-0.137,0.38,-0.157
14.111,0.19,-0.14,0.377,-0.165
14.12,0.187,-0.144,0.373,-0.176
14.128,0.184,-0.148,0.369,-0.188
14.136,0.181,-0.152,0.364,-0.201
14.145,0.177,-0.156,0.358,-0.215
14.153,0.173,-0.161,0.349,-0.232
14.161,0.168,-0.165,0.34,-0.247
14.17,0.164,-0.17,0.333,-0.258
14.178,0.159,-0.175,0.323,-0.271
14.186,0.153,-0.179,0.31,-0.286
14.195,0.148,-0.184,0.297,-0.301
14.203,0.142,-0.188,0.281,-0.318
14.211,0.135,-0.193,0.265,-0.333
14.22,0.129,-0.199,0.253,-0.343
14.228,0.122,-0.204,0.235,-0.357
14.236,0.114,-0.208,0.215,-0.369
14.245,0.108,-0.213,0.193,-0.384
14.253,9.97E-02,-0.217,0.172,-0.392
14.261,9.05E-02,-0.221,0.151,-0.4
14.27,8.08E-02,-0.225,0.129,-0.407
14.278,6.94E-02,-0.228,0.107,-0.414
14.286,5.74E-02,-0.232,8.13E-02,-0.419
14.295,4.51E-02,-0.234,5.87E-02,-0.423
14.303,3.34E-02,-0.238,3.44E-02,-0.425
14.311,2.20E-02,-0.24,1.28E-02,-0.427
14.32,1.13E-02,-0.241,-1.26E-02,-0.427
14.328,-7.25E-04,-0.241,-3.39E-02,-0.426
14.336,-1.38E-02,-0.238,-5.60E-02,-0.424
14.345,-2.69E-02,-0.237,-7.69E-02,-0.421
14.353,-4.08E-02,-0.237,-9.79E-02,-0.417
14.361,-5.49E-02,-0.234,-0.117,-0.412
14.37,-6.82E-02,-0.231,-0.135,-0.407
14.378,-8.14E-02,-0.227,-0.154,-0.401
14.386,-9.42E-02,-0.222,-0.173,-0.393
14.395,-0.106,-0.217,-0.191,-0.385
14.403,-0.117,-0.211,-0.208,-0.377
14.411,-0.127,-0.205,-0.224,-0.368
14.42,-0.137,-0.199,-0.241,-0.359
14.428,-0.146,-0.192,-0.255,-0.349
14.436,-0.155,-0.185,-0.269,-0.339
14.445,-0.163,-0.179,-0.282,-0.328
14.453,-0.17,-0.172,-0.295,-0.317
14.461,-0.177,-0.165,-0.306,-0.304
14.47,-0.183,-0.158,-0.317,-0.292
14.478,-0.188,-0.152,-0.328,-0.281
14.486,-0.193,-0.147,-0.337,-0.269
14.495,-0.197,-0.142,-0.346,-0.258
14.503,-0.2,-0.14,-0.354,-0.246
14.511,-0.203,-0.136,-0.362,-0.235
14.52,-0.206,-0.132,-0.369,-0.224
14.528,-0.208,-0.129,-0.375,-0.213
14.536,-0.21,-0.126,-0.381,-0.202
14.545,-0.212,-0.124,-0.386,-0.192
14.553,-0.213,-0.122,-0.39,-0.182
14.561,-0.213,-0.121,-0.393,-0.173
14.57,-0.214,-0.12,-0.395,-0.164
14.578,-0.214,-0.12,-0.397,-0.156
14.586,-0.214,-0.12,-0.399,-0.148
14.595,-0.213,-0.121,-0.399,-0.141
14.603,-0.213,-0.122,-0.399,-0.134
14.611,-0.212,-0.123,-0.399,-0.129
14.62,-0.211,-0.125,-0.4,-0.125
14.628,-0.209,-0.128,-0.399,-0.121
14.636,-0.207,-0.131,-0.396,-0.118
14.645,-0.205,-0.134,-0.394,-0.116
14.653,-0.203,-0.134,-0.391,-0.115
14.661,-0.2,-0.137,-0.387,-0.118
14.67,-0.197,-0.142,-0.383,-0.118
14.678,-0.194,-0.146,-0.38,-0.119
14.686,-0.19,-0.15,-0.375,-0.121
14.695,-0.186,-0.155,-0.371,-0.125
14.703,-0.182,-0.161,-0.366,-0.128
14.711,-0.176,-0.166,-0.361,-0.134
14.72,-0.171,-0.172,-0.356,-0.14
14.728,-0.165,-0.178,-0.35,-0.147
14.736,-0.159,-0.183,-0.344,-0.155
14.745,-0.152,-0.188,-0.338,-0.164
14.753,-0.145,-0.193,-0.331,-0.174
14.761,-0.137,-0.199,-0.325,-0.186
14.77,-0.13,-0.203,-0.317,-0.199
14.778,-0.122,-0.208,-0.31,-0.212
14.786,-0.114,-0.212,-0.301,-0.226
14.795,-0.106,-0.216,-0.292,-0.242
14.803,-9.83E-02,-0.22,-0.282,-0.258
14.811,-9.01E-02,-0.223,-0.271,-0.275
14.82,-8.21E-02,-0.226,-0.258,-0.292
14.828,-7.43E-02,-0.229,-0.244,-0.31
14.836,-6.71E-02,-0.231,-0.228,-0.328
14.845,-6.04E-02,-0.233,-0.208,-0.349
14.853,-5.46E-02,-0.234,-0.191,-0.364
14.861,-4.94E-02,-0.235,-0.17,-0.383
14.87,-4.13E-02,-0.232,-0.144,-0.397
14.878,-3.74E-02,-0.232,-0.116,-0.41
14.886,-3.43E-02,-0.233,-8.60E-02,-0.42
14.895,-3.14E-02,-0.233,-4.28E-02,-0.427
14.903,-2.83E-02,-0.234,-2.40E-02,-0.427
14.911,-2.46E-02,-0.234,1.96E-02,-0.422
14.92,-2.01E-02,-0.235,3.82E-02,-0.42
14.928,-1.42E-02,-0.235,6.58E-02,-0.409
14.936,-8.43E-03,-0.241,9.77E-02,-0.398
14.945,-6.49E-04,-0.241,0.113,-0.388
14.953,9.09E-03,-0.237,0.136,-0.375
14.961,1.95E-02,-0.234,0.161,-0.359
14.97,3.21E-02,-0.234,0.185,-0.343
14.978,4.32E-02,-0.232,0.197,-0.334
14.986,5.37E-02,-0.23,0.211,-0.323
14.995,6.34E-02,-0.227,0.227,-0.311
15.003,7.38E-02,-0.227,0.243,-0.299
15.011,8.51E-02,-0.224,0.258,-0.288
15.02,9.65E-02,-0.219,0.272,-0.278
15.028,0.108,-0.213,0.285,-0.269
15.036,0.119,-0.207,0.296,-0.262
15.045,0.13,-0.2,0.307,-0.255
15.053,0.14,-0.193,0.316,-0.25
15.062,0.151,-0.187,0.324,-0.246
15.07,0.16,-0.179,0.331,-0.243
15.078,0.169,-0.17,0.338,-0.24
15.087,0.177,-0.162,0.343,-0.237
15.095,0.184,-0.154,0.348,-0.235
15.103,0.19,-0.145,0.353,-0.233
15.112,0.196,-0.137,0.356,-0.231
15.12,0.202,-0.129,0.358,-0.23
15.128,0.207,-0.121,0.358,-0.229
15.137,0.211,-0.113,0.358,-0.227
15.145,0.215,-0.106,0.357,-0.226
15.153,0.218,-9.99E-02,0.356,-0.225
15.162,0.22,-9.45E-02,0.354,-0.224
15.17,0.219,-9.22E-02,0.352,-0.224
15.178,0.224,-8.65E-02,0.35,-0.223
15.187,0.225,-8.28E-02,0.348,-0.223
15.195,0.226,-8.01E-02,0.346,-0.224
15.203,0.227,-7.84E-02,0.347,-0.224
15.212,0.227,-7.73E-02,0.345,-0.225
15.22,0.227,-7.73E-02,0.342,-0.227
15.228,0.227,-7.80E-02,0.34,-0.23
15.237,0.226,-7.94E-02,0.338,-0.233
15.245,0.225,-8.14E-02,0.335,-0.236
15.253,0.225,-8.43E-02,0.332,-0.24
15.262,0.223,-8.79E-02,0.33,-0.244
15.27,0.218,-9.43E-02,0.328,-0.249
15.278,0.216,-9.90E-02,0.326,-0.254
15.287,0.213,-0.104,0.323,-0.26
15.295,0.21,-0.11,0.321,-0.266
15.303,0.207,-0.117,0.318,-0.272
15.312,0.202,-0.125,0.315,-0.279
15.32,0.197,-0.133,0.312,-0.286
15.328,0.192,-0.142,0.309,-0.292
15.337,0.185,-0.15,0.306,-0.299
15.345,0.178,-0.159,0.301,-0.305
15.353,0.169,-0.168,0.296,-0.311
15.362,0.16,-0.177,0.29,-0.317
15.37,0.147,-0.185,0.283,-0.321
15.378,0.136,-0.194,0.275,-0.326
15.387,0.124,-0.202,0.266,-0.33
15.395,0.112,-0.209,0.256,-0.334
15.403,9.87E-02,-0.216,0.244,-0.339
15.412,8.57E-02,-0.222,0.231,-0.344
15.42,7.23E-02,-0.224,0.217,-0.349
15.428,6.23E-02,-0.228,0.202,-0.355
15.437,5.06E-02,-0.231,0.186,-0.362
15.445,3.78E-02,-0.233,0.169,-0.369
15.453,2.28E-02,-0.234,0.151,-0.376
15.462,8.72E-03,-0.241,0.131,-0.383
15.47,-3.36E-03,-0.241,0.112,-0.39
15.478,-1.40E-02,-0.237,9.16E-02,-0.397
15.487,-2.38E-02,-0.237,6.84E-02,-0.404
15.495,-3.25E-02,-0.236,4.11E-02,-0.412
15.503,-4.09E-02,-0.235,1.52E-02,-0.416
15.512,-4.83E-02,-0.233,-4.77E-03,-0.42
15.52,-5.52E-02,-0.232,-4.10E-02,-0.42
15.528,-6.14E-02,-0.23,-6.29E-02,-0.42
15.537,-6.67E-02,-0.229,-9.80E-02,-0.417
15.545,-7.14E-02,-0.228,-0.127,-0.41
15.553,-7.58E-02,-0.226,-0.147,-0.404
15.562,-7.99E-02,-0.225,-0.18,-0.389
15.57,-8.42E-02,-0.224,-0.206,-0.376
15.578,-8.86E-02,-0.222,-0.226,-0.359
15.587,-9.35E-02,-0.22,-0.242,-0.343
15.595,-9.86E-02,-0.218,-0.26,-0.322
15.603,-0.104,-0.216,-0.273,-0.307
15.612,-0.11,-0.213,-0.289,-0.289
15.62,-0.116,-0.21,-0.299,-0.273
15.628,-0.122,-0.207,-0.309,-0.256
15.637,-0.129,-0.203,-0.318,-0.24
15.645,-0.135,-0.2,-0.326,-0.224
15.653,-0.14,-0.196,-0.333,-0.208
15.662,-0.146,-0.192,-0.339,-0.194
15.67,-0.152,-0.187,-0.344,-0.18
15.678,-0.157,-0.183,-0.349,-0.167
15.687,-0.162,-0.179,-0.353,-0.155
15.695,-0.167,-0.175,-0.357,-0.145
15.703,-0.17,-0.171,-0.36,-0.135
15.712,-0.174,-0.167,-0.363,-0.128
15.72,-0.178,-0.164,-0.366,-0.121
15.728,-0.181,-0.16,-0.368,-0.115
15.737,-0.184,-0.157,-0.371,-0.109
15.745,-0.186,-0.154,-0.373,-0.105
15.753,-0.188,-0.152,-0.375,-0.101
15.762,-0.19,-0.15,-0.377,-9.82E-02
15.77,-0.191,-0.148,-0.378,-9.64E-02
15.778,-0.193,-0.147,-0.379,-9.54E-02
15.787,-0.193,-0.145,-0.381,-9.56E-02
15.795,-0.194,-0.145,-0.382,-9.66E-02
15.803,-0.194,-0.145,-0.382,-9.84E-02
15.812,-0.194,-0.145,-0.383,-0.101
15.82,-0.194,-0.146,-0.383,-0.104
15.828,-0.193,-0.146,-0.383,-0.109
15.837,-0.192,-0.148,-0.383,-0.114
15.845,-0.19,-0.149,-0.382,-0.12
15.853,-0.189,-0.152,-0.381,-0.128
15.862,-0.187,-0.154,-0.38,-0.136
15.87,-0.185,-0.156,-0.378,-0.145
15.878,-0.182,-0.159,-0.376,-0.155
15.887,-0.179,-0.162,-0.373,-0.166
15.895,-0.177,-0.165,-0.37,-0.177
15.903,-0.173,-0.168,-0.366,-0.189
15.912,-0.17,-0.172,-0.361,-0.202
15.92,-0.166,-0.175,-0.354,-0.215
15.928,-0.162,-0.179,-0.347,-0.23
15.937,-0.158,-0.182,-0.339,-0.244
15.945,-0.153,-0.186,-0.331,-0.26
15.953,-0.149,-0.189,-0.32,-0.276
15.962,-0.144,-0.193,-0.307,-0.292
15.97,-0.139,-0.196,-0.295,-0.307
15.978,-0.134,-0.2,-0.28,-0.323
15.987,-0.128,-0.203,-0.264,-0.338
15.995,-0.123,-0.206,-0.247,-0.354
16.003,-0.117,-0.209,-0.227,-0.369
16.012,-0.11,-0.213,-0.209,-0.38
16.02,-0.104,-0.216,-0.186,-0.388
16.029,-9.70E-02,-0.219,-0.161,-0.398
16.037,-8.93E-02,-0.222,-0.138,-0.406
16.045,-8.10E-02,-0.225,-0.114,-0.412
16.054,-7.22E-02,-0.227,-8.68E-02,-0.417
16.062,-6.25E-02,-0.23,-6.69E-02,-0.42
16.07,-5.27E-02,-0.233,-4.29E-02,-0.422
16.079,-4.23E-02,-0.235,-1.93E-02,-0.422
16.087,-3.14E-02,-0.236,2.37E-03,-0.422
16.095,-1.99E-02,-0.237,2.23E-02,-0.422
16.104,-7.62E-03,-0.24,4.25E-02,-0.421
16.112,5.66E-03,-0.241,6.29E-02,-0.419
16.12,2.03E-02,-0.235,8.31E-02,-0.415
16.129,3.72E-02,-0.234,0.103,-0.412
16.137,5.11E-02,-0.231,0.121,-0.407
16.145,6.34E-02,-0.228,0.138,-0.403
16.154,7.48E-02,-0.227,0.154,-0.398
16.162,8.78E-02,-0.223,0.17,-0.391
16.17,0.101,-0.217,0.185,-0.385
16.179,0.113,-0.211,0.199,-0.378
16.187,0.125,-0.204,0.213,-0.37
16.195,0.136,-0.196,0.225,-0.362
16.204,0.146,-0.189,0.238,-0.354
16.212,0.156,-0.182,0.249,-0.345
16.22,0.165,-0.175,0.261,-0.336
16.229,0.172,-0.168,0.271,-0.326
16.237,0.179,-0.161,0.282,-0.317
16.245,0.184,-0.154,0.292,-0.307
16.254,0.189,-0.148,0.304,-0.3
16.262,0.193,-0.142,0.314,-0.29
16.27,0.197,-0.137,0.321,-0.281
16.279,0.2,-0.133,0.329,-0.272
16.287,0.202,-0.129,0.336,-0.262
16.295,0.204,-0.125,0.345,-0.252
16.304,0.206,-0.122,0.353,-0.242
16.312,0.208,-0.12,0.357,-0.23
16.32,0.208,-0.119,0.363,-0.221
16.329,0.209,-0.118,0.368,-0.212
16.337,0.209,-0.117,0.373,-0.204
16.345,0.209,-0.117,0.379,-0.199
16.354,0.209,-0.118,0.382,-0.192
16.362,0.208,-0.119,0.385,-0.184
16.37,0.208,-0.12,0.387,-0.175
16.379,0.206,-0.122,0.386,-0.166
16.387,0.205,-0.125,0.386,-0.16
16.395,0.203,-0.127,0.389,-0.155
16.404,0.201,-0.131,0.387,-0.15
16.412,0.199,-0.134,0.385,-0.146
16.42,0.196,-0.138,0.383,-0.143
16.429,0.193,-0.142,0.38,-0.14
16.437,0.19,-0.147,0.376,-0.138
16.445,0.186,-0.152,0.371,-0.141
16.454,0.182,-0.157,0.367,-0.142
16.462,0.177,-0.162,0.362,-0.14
16.47,0.172,-0.167,0.357,-0.143
16.479,0.167,-0.172,0.351,-0.146
16.487,0.161,-0.178,0.346,-0.153
16.495,0.155,-0.183,0.34,-0.158
16.504,0.149,-0.188,0.334,-0.165
16.512,0.142,-0.193,0.327,-0.172
16.52,0.134,-0.199,0.321,-0.181
16.529,0.127,-0.203,0.313,-0.191
16.537,0.119,-0.208,0.306,-0.202
16.545,0.111,-0.212,0.297,-0.215
16.554,0.103,-0.216,0.289,-0.228
16.562,9.51E-02,-0.22,0.28,-0.241
16.57,8.68E-02,-0.223,0.271,-0.255
16.579,7.64E-02,-0.226,0.261,-0.27
16.587,6.65E-02,-0.228,0.247,-0.288
16.595,5.86E-02,-0.232,0.23,-0.309
16.604,5.11E-02,-0.234,0.217,-0.324
16.612,4.40E-02,-0.235,0.204,-0.346
16.62,3.77E-02,-0.236,0.18,-0.361
16.629,3.22E-02,-0.237,0.159,-0.378
16.637,2.79E-02,-0.238,0.146,-0.388
16.645,2.44E-02,-0.238,0.112,-0.406
16.654,2.13E-02,-0.239,8.28E-02,-0.419
16.662,1.89E-02,-0.239,6.38E-02,-0.423
16.67,1.67E-02,-0.239,2.11E-02,-0.428
16.679,1.43E-02,-0.24,-1.05E-02,-0.426
16.687,1.14E-02,-0.24,-4.01E-02,-0.42
16.695,7.72E-03,-0.24,-5.93E-02,-0.415
16.704,3.21E-03,-0.24,-9.45E-02,-0.4
16.712,-2.25E-03,-0.24,-0.119,-0.388
16.72,-8.05E-03,-0.24,-0.141,-0.374
16.729,-1.52E-02,-0.24,-0.161,-0.361
16.737,-2.40E-02,-0.24,-0.179,-0.347
16.745,-3.33E-02,-0.238,-0.196,-0.334
16.754,-4.38E-02,-0.236,-0.212,-0.32
16.762,-5.41E-02,-0.235,-0.226,-0.308
16.77,-6.48E-02,-0.232,-0.239,-0.297
16.779,-7.57E-02,-0.229,-0.252,-0.286
16.787,-8.62E-02,-0.225,-0.264,-0.275
16.795,-9.65E-02,-0.221,-0.276,-0.266
16.804,-0.107,-0.216,-0.287,-0.257
16.812,-0.116,-0.211,-0.297,-0.25
16.82,-0.125,-0.206,-0.307,-0.243
16.829,-0.134,-0.2,-0.316,-0.237
16.837,-0.143,-0.194,-0.325,-0.233
16.845,-0.151,-0.188,-0.333,-0.229
16.854,-0.159,-0.181,-0.341,-0.225
16.862,-0.167,-0.174,-0.348,-0.223
16.87,-0.174,-0.167,-0.354,-0.221
16.879,-0.181,-0.159,-0.359,-0.22
16.887,-0.187,-0.152,-0.363,-0.22
16.895,-0.193,-0.145,-0.366,-0.221
16.904,-0.198,-0.141,-0.368,-0.221
16.912,-0.203,-0.135,-0.369,-0.223
16.92,-0.207,-0.128,-0.369,-0.224
16.929,-0.211,-0.123,-0.368,-0.225
16.937,-0.214,-0.117,-0.366,-0.227
16.945,-0.216,-0.113,-0.364,-0.228
16.954,-0.218,-0.109,-0.362,-0.23
16.962,-0.22,-0.106,-0.359,-0.232
16.97,-0.221,-0.103,-0.356,-0.234
16.979,-0.222,-0.101,-0.352,-0.236
16.987,-0.222,-0.1,-0.348,-0.239
16.995,-0.222,-9.99E-02,-0.345,-0.242
17.004,-0.222,-0.1,-0.34,-0.246
17.012,-0.222,-0.102,-0.336,-0.25
17.02,-0.221,-0.104,-0.332,-0.254
17.029,-0.219,-0.107,-0.328,-0.259
17.037,-0.218,-0.11,-0.324,-0.264
17.045,-0.216,-0.114,-0.32,-0.269
17.054,-0.213,-0.119,-0.316,-0.275
17.062,-0.21,-0.124,-0.311,-0.281
17.071,-0.206,-0.13,-0.307,-0.288
17.079,-0.202,-0.136,-0.302,-0.295
17.088,-0.197,-0.142,-0.297,-0.302
17.096,-0.192,-0.15,-0.292,-0.309
17.104,-0.185,-0.158,-0.287,-0.316
17.113,-0.178,-0.166,-0.282,-0.322
17.121,-0.169,-0.175,-0.276,-0.329
17.129,-0.159,-0.183,-0.271,-0.336
17.138,-0.149,-0.192,-0.264,-0.341
17.146,-0.138,-0.199,-0.256,-0.347
17.154,-0.127,-0.207,-0.248,-0.353
17.163,-0.115,-0.212,-0.238,-0.357
17.171,-0.102,-0.218,-0.227,-0.361
17.179,-8.91E-02,-0.223,-0.215,-0.366
17.188,-7.54E-02,-0.228,-0.202,-0.369
17.196,-6.12E-02,-0.233,-0.188,-0.374
17.204,-4.72E-02,-0.235,-0.173,-0.378
17.213,-3.33E-02,-0.238,-0.156,-0.383
17.221,-2.00E-02,-0.239,-0.139,-0.388
17.229,-7.27E-03,-0.24,-0.12,-0.392
17.238,4.20E-03,-0.241,-0.102,-0.397
17.246,1.40E-02,-0.24,-8.18E-02,-0.402
17.254,2.38E-02,-0.239,-6.04E-02,-0.406
17.263,3.30E-02,-0.236,-3.83E-02,-0.41
17.271,4.27E-02,-0.234,-1.60E-02,-0.413
17.279,5.21E-02,-0.232,7.91E-03,-0.416
17.288,6.06E-02,-0.23,3.25E-02,-0.417
17.296,6.81E-02,-0.228,6.62E-02,-0.419
17.304,7.48E-02,-0.226,9.07E-02,-0.415
