time,x1,y1,x2,y2
7.95,0.222,-7.46E-02,0.394,-0.164
7.958,0.224,-6.67E-02,0.394,-0.161
7.967,0.227,-5.95E-02,0.393,-0.154
7.975,0.228,-5.30E-02,0.393,-0.152
7.983,0.229,-4.73E-02,0.392,-0.15
7.992,0.231,-4.27E-02,0.391,-0.148
8,0.231,-3.88E-02,0.39,-0.147
8.008,0.232,-3.58E-02,0.388,-0.147
8.017,0.232,-3.35E-02,0.387,-0.147
8.025,0.232,-3.22E-02,0.386,-0.147
8.033,0.232,-3.16E-02,0.385,-0.148
8.042,0.232,-3.18E-02,0.384,-0.15
8.05,0.232,-3.30E-02,0.382,-0.155
8.059,0.232,-3.50E-02,0.381,-0.159
8.067,0.231,-3.79E-02,0.379,-0.163
8.075,0.231,-4.12E-02,0.378,-0.167
8.084,0.23,-4.53E-02,0.377,-0.171
8.092,0.229,-5.12E-02,0.375,-0.176
8.1,0.227,-5.76E-02,0.374,-0.182
8.109,0.226,-6.75E-02,0.373,-0.188
8.117,0.224,-7.51E-02,0.371,-0.194
8.125,0.221,-8.31E-02,0.37,-0.201
8.134,0.218,-9.11E-02,0.368,-0.208
8.142,0.215,-0.1,0.365,-0.215
8.15,0.21,-0.11,0.361,-0.222
8.159,0.204,-0.121,0.358,-0.229
8.167,0.198,-0.131,0.353,-0.237
8.175,0.19,-0.142,0.348,-0.244
8.184,0.181,-0.153,0.342,-0.252
8.192,0.171,-0.164,0.335,-0.261
8.2,0.16,-0.175,0.326,-0.268
8.209,0.149,-0.184,0.316,-0.276
8.217,0.138,-0.193,0.305,-0.285
8.225,0.125,-0.201,0.292,-0.294
8.234,0.113,-0.208,0.278,-0.303
8.242,0.101,-0.216,0.264,-0.313
8.25,8.75E-02,-0.222,0.248,-0.323
8.259,7.32E-02,-0.227,0.23,-0.334
8.267,5.62E-02,-0.23,0.21,-0.347
8.275,4.14E-02,-0.234,0.194,-0.357
8.284,2.95E-02,-0.239,0.174,-0.368
8.292,1.75E-02,-0.24,0.152,-0.379
8.3,7.08E-03,-0.241,0.127,-0.391
8.309,-3.04E-03,-0.241,9.93E-02,-0.4
8.317,-1.32E-02,-0.241,6.23E-02,-0.415
8.325,-2.28E-02,-0.24,4.30E-02,-0.42
8.334,-3.19E-02,-0.239,1.30E-02,-0.423
8.342,-4.01E-02,-0.238,-3.31E-02,-0.426
8.35,-4.75E-02,-0.236,-6.58E-02,-0.424
8.359,-5.45E-02,-0.235,-9.99E-02,-0.418
8.367,-6.13E-02,-0.233,-0.118,-0.413
8.375,-6.80E-02,-0.231,-0.161,-0.394
8.384,-7.52E-02,-0.229,-0.189,-0.38
8.392,-8.27E-02,-0.226,-0.204,-0.372
8.4,-9.06E-02,-0.223,-0.231,-0.347
8.409,-9.88E-02,-0.22,-0.253,-0.326
8.417,-0.107,-0.216,-0.269,-0.309
8.425,-0.115,-0.212,-0.284,-0.292
8.434,-0.124,-0.207,-0.299,-0.273
8.442,-0.133,-0.202,-0.312,-0.255
8.45,-0.141,-0.196,-0.323,-0.238
8.459,-0.15,-0.191,-0.333,-0.222
8.467,-0.158,-0.185,-0.342,-0.206
8.475,-0.166,-0.178,-0.351,-0.191
8.484,-0.174,-0.171,-0.359,-0.177
8.492,-0.181,-0.163,-0.366,-0.164
8.5,-0.188,-0.155,-0.373,-0.152
8.509,-0.194,-0.148,-0.379,-0.141
8.517,-0.199,-0.141,-0.384,-0.131
8.525,-0.204,-0.134,-0.39,-0.122
8.534,-0.208,-0.128,-0.394,-0.114
8.542,-0.212,-0.121,-0.398,-0.107
8.55,-0.216,-0.115,-0.402,-0.101
8.559,-0.219,-0.109,-0.405,-9.51E-02
8.567,-0.221,-9.96E-02,-0.408,-9.03E-02
8.575,-0.223,-9.42E-02,-0.411,-8.66E-02
8.584,-0.226,-8.96E-02,-0.413,-8.36E-02
8.592,-0.227,-8.57E-02,-0.415,-8.13E-02
8.6,-0.228,-8.22E-02,-0.417,-7.98E-02
8.609,-0.229,-7.94E-02,-0.418,-7.91E-02
8.617,-0.23,-7.74E-02,-0.419,-7.91E-02
8.625,-0.231,-7.59E-02,-0.42,-7.98E-02
8.634,-0.232,-7.87E-02,-0.42,-8.14E-02
8.642,-0.232,-7.84E-02,-0.42,-8.35E-02
8.65,-0.232,-7.87E-02,-0.42,-8.61E-02
8.659,-0.232,-7.96E-02,-0.419,-8.96E-02
8.667,-0.23,-7.74E-02,-0.419,-9.36E-02
8.675,-0.229,-7.94E-02,-0.418,-9.83E-02
8.684,-0.228,-8.23E-02,-0.416,-0.104
8.692,-0.227,-8.59E-02,-0.415,-0.109
8.7,-0.225,-9.00E-02,-0.413,-0.116
8.709,-0.223,-9.47E-02,-0.411,-0.123
8.717,-0.222,-0.103,-0.408,-0.132
8.725,-0.219,-0.109,-0.405,-0.14
8.734,-0.215,-0.116,-0.401,-0.15
8.742,-0.211,-0.122,-0.396,-0.16
8.75,-0.207,-0.129,-0.391,-0.171
8.759,-0.202,-0.136,-0.386,-0.182
8.767,-0.197,-0.143,-0.379,-0.194
8.775,-0.192,-0.15,-0.371,-0.207
8.784,-0.186,-0.157,-0.363,-0.22
8.792,-0.179,-0.165,-0.354,-0.234
8.8,-0.171,-0.173,-0.344,-0.248
8.809,-0.163,-0.18,-0.333,-0.263
8.817,-0.155,-0.187,-0.32,-0.278
8.825,-0.147,-0.194,-0.306,-0.293
8.834,-0.138,-0.2,-0.292,-0.308
8.842,-0.128,-0.206,-0.276,-0.323
8.85,-0.119,-0.212,-0.257,-0.339
8.859,-0.11,-0.217,-0.236,-0.355
8.867,-9.99E-02,-0.221,-0.218,-0.367
8.875,-8.97E-02,-0.226,-0.197,-0.379
8.884,-7.94E-02,-0.229,-0.174,-0.391
8.892,-6.85E-02,-0.233,-0.148,-0.402
8.9,-5.76E-02,-0.235,-0.121,-0.412
8.909,-4.64E-02,-0.238,-9.31E-02,-0.419
8.917,-3.51E-02,-0.239,-6.50E-02,-0.424
8.925,-2.37E-02,-0.24,-2.71E-02,-0.428
8.934,-1.23E-02,-0.241,-7.75E-03,-0.428
8.942,-1.44E-03,-0.242,2.97E-02,-0.426
8.95,8.84E-03,-0.242,5.03E-02,-0.424
8.959,2.00E-02,-0.241,8.49E-02,-0.418
8.967,3.06E-02,-0.236,0.109,-0.413
8.975,4.30E-02,-0.234,0.13,-0.407
8.984,5.70E-02,-0.23,0.157,-0.393
8.992,7.22E-02,-0.227,0.177,-0.385
9,8.59E-02,-0.223,0.195,-0.376
9.009,9.82E-02,-0.218,0.214,-0.368
9.017,0.11,-0.213,0.232,-0.357
9.025,0.121,-0.206,0.25,-0.345
9.034,0.133,-0.199,0.268,-0.332
9.043,0.142,-0.19,0.284,-0.318
9.051,0.152,-0.183,0.297,-0.303
9.059,0.161,-0.174,0.31,-0.29
9.068,0.17,-0.166,0.322,-0.277
9.076,0.178,-0.157,0.333,-0.264
9.084,0.185,-0.149,0.342,-0.252
9.093,0.191,-0.14,0.351,-0.24
9.101,0.197,-0.132,0.359,-0.228
9.109,0.202,-0.124,0.366,-0.216
9.117,0.207,-0.117,0.372,-0.205
9.126,0.211,-0.11,0.377,-0.197
9.134,0.214,-0.103,0.382,-0.187
9.143,0.216,-9.77E-02,0.387,-0.177
9.151,0.218,-9.32E-02,0.391,-0.168
9.159,0.22,-8.88E-02,0.395,-0.158
9.168,0.222,-8.47E-02,0.398,-0.149
9.176,0.223,-8.14E-02,0.401,-0.14
9.184,0.224,-7.87E-02,0.404,-0.132
9.193,0.225,-7.64E-02,0.406,-0.124
9.201,0.225,-7.50E-02,0.408,-0.116
9.209,0.226,-7.43E-02,0.41,-0.11
9.218,0.226,-7.43E-02,0.411,-0.105
9.226,0.225,-7.50E-02,0.411,-0.101
9.234,0.225,-7.63E-02,0.411,-9.65E-02
9.242,0.228,-7.60E-02,0.411,-9.30E-02
9.251,0.227,-7.86E-02,0.411,-9.01E-02
9.259,0.226,-8.17E-02,0.41,-8.77E-02
9.268,0.224,-8.55E-02,0.408,-8.60E-02
9.276,0.222,-8.99E-02,0.406,-8.52E-02
9.284,0.22,-9.48E-02,0.404,-8.51E-02
9.293,0.218,-0.1,0.401,-8.60E-02
9.301,0.215,-0.106,0.398,-8.76E-02
9.309,0.212,-0.112,0.395,-8.99E-02
9.318,0.208,-0.119,0.391,-9.33E-02
9.326,0.204,-0.126,0.387,-9.70E-02
9.334,0.2,-0.133,0.382,-0.102
9.343,0.195,-0.14,0.377,-0.108
9.351,0.189,-0.147,0.372,-0.115
9.359,0.184,-0.154,0.366,-0.123
9.367,0.178,-0.162,0.36,-0.132
9.376,0.171,-0.169,0.354,-0.143
9.384,0.164,-0.176,0.347,-0.155
9.393,0.156,-0.183,0.34,-0.168
9.401,0.147,-0.19,0.332,-0.182
9.409,0.138,-0.196,0.323,-0.199
9.418,0.129,-0.203,0.313,-0.215
9.426,0.12,-0.208,0.304,-0.231
9.434,0.11,-0.213,0.294,-0.247
9.443,0.101,-0.218,0.281,-0.267
9.451,9.20E-02,-0.222,0.265,-0.29
9.459,8.31E-02,-0.225,0.247,-0.311
9.468,7.53E-02,-0.225,0.237,-0.323
9.476,6.93E-02,-0.228,0.207,-0.351
9.484,6.28E-02,-0.23,0.184,-0.371
9.493,5.69E-02,-0.231,0.17,-0.381
9.501,5.11E-02,-0.233,0.131,-0.403
9.509,4.61E-02,-0.234,0.101,-0.415
9.518,4.13E-02,-0.235,8.13E-02,-0.42
9.526,3.66E-02,-0.236,4.23E-02,-0.426
9.534,3.11E-02,-0.236,-1.82E-03,-0.425
9.543,2.43E-02,-0.237,-3.42E-02,-0.42
9.551,1.46E-02,-0.241,-6.49E-02,-0.411
9.559,6.18E-03,-0.242,-8.25E-02,-0.405
9.568,-2.83E-03,-0.241,-0.12,-0.389
9.576,-1.25E-02,-0.238,-0.147,-0.375
9.584,-2.34E-02,-0.237,-0.17,-0.361
9.593,-3.42E-02,-0.236,-0.188,-0.35
9.601,-4.49E-02,-0.233,-0.207,-0.336
9.609,-5.68E-02,-0.23,-0.226,-0.322
9.618,-6.94E-02,-0.227,-0.242,-0.311
9.626,-8.20E-02,-0.223,-0.258,-0.299
9.634,-9.50E-02,-0.219,-0.273,-0.288
9.643,-0.108,-0.213,-0.286,-0.279
9.651,-0.121,-0.206,-0.3,-0.269
9.659,-0.133,-0.199,-0.312,-0.261
9.668,-0.145,-0.191,-0.324,-0.253
9.676,-0.157,-0.183,-0.334,-0.246
9.684,-0.167,-0.173,-0.344,-0.239
9.693,-0.177,-0.164,-0.352,-0.234
9.701,-0.185,-0.154,-0.36,-0.228
9.709,-0.194,-0.144,-0.365,-0.224
9.718,-0.202,-0.134,-0.37,-0.219
9.726,-0.208,-0.124,-0.374,-0.214
9.734,-0.214,-0.114,-0.377,-0.21
9.743,-0.219,-0.105,-0.378,-0.206
9.751,-0.224,-9.38E-02,-0.379,-0.202
9.759,-0.228,-8.51E-02,-0.379,-0.198
9.768,-0.231,-7.72E-02,-0.379,-0.194
9.776,-0.233,-6.99E-02,-0.379,-0.191
9.784,-0.235,-6.35E-02,-0.378,-0.188
9.793,-0.236,-5.82E-02,-0.378,-0.186
9.801,-0.237,-5.39E-02,-0.377,-0.184
9.809,-0.24,-5.36E-02,-0.376,-0.182
9.818,-0.24,-5.12E-02,-0.375,-0.181
9.826,-0.241,-4.94E-02,-0.374,-0.18
9.834,-0.241,-4.85E-02,-0.373,-0.18
9.843,-0.241,-4.82E-02,-0.372,-0.181
9.851,-0.241,-4.85E-02,-0.371,-0.182
9.859,-0.241,-4.97E-02,-0.37,-0.184
9.868,-0.24,-5.14E-02,-0.369,-0.186
9.876,-0.24,-5.45E-02,-0.369,-0.189
9.884,-0.237,-5.43E-02,-0.368,-0.193
9.893,-0.236,-5.86E-02,-0.367,-0.197
9.901,-0.229,-6.58E-02,-0.366,-0.201
9.909,-0.233,-7.01E-02,-0.365,-0.206
9.918,-0.231,-7.72E-02,-0.364,-0.212
9.926,-0.227,-8.47E-02,-0.363,-0.217
9.934,-0.223,-9.29E-02,-0.362,-0.223
9.943,-0.219,-0.102,-0.36,-0.229
9.951,-0.214,-0.112,-0.358,-0.236
9.959,-0.208,-0.122,-0.355,-0.242
9.968,-0.202,-0.132,-0.352,-0.248
9.976,-0.195,-0.142,-0.349,-0.254
9.984,-0.187,-0.152,-0.344,-0.261
9.993,-0.178,-0.163,-0.337,-0.267
10.001,-0.167,-0.173,-0.329,-0.273
10.009,-0.156,-0.183,-0.32,-0.279
10.018,-0.145,-0.192,-0.311,-0.285
10.026,-0.131,-0.198,-0.299,-0.293
10.034,-0.12,-0.206,-0.286,-0.3
10.043,-0.108,-0.213,-0.273,-0.308
10.051,-9.55E-02,-0.219,-0.258,-0.316
10.06,-8.20E-02,-0.224,-0.242,-0.325
10.068,-6.66E-02,-0.226,-0.225,-0.335
10.076,-5.31E-02,-0.23,-0.206,-0.346
10.085,-3.98E-02,-0.232,-0.188,-0.355
10.093,-2.67E-02,-0.234,-0.167,-0.367
10.101,-1.50E-02,-0.237,-0.145,-0.378
10.11,-3.92E-03,-0.239,-0.123,-0.388
10.118,6.31E-03,-0.238,-9.80E-02,-0.398
10.126,1.44E-02,-0.237,-7.08E-02,-0.406
10.135,2.19E-02,-0.237,-4.33E-02,-0.414
10.143,2.97E-02,-0.236,-1.38E-02,-0.423
10.151,3.67E-02,-0.235,3.14E-02,-0.424
10.16,4.31E-02,-0.234,6.29E-02,-0.423
10.168,4.94E-02,-0.233,9.59E-02,-0.417
10.176,5.52E-02,-0.231,0.115,-0.412
10.185,6.11E-02,-0.23,0.143,-0.402
10.193,6.72E-02,-0.228,0.172,-0.387
10.201,7.61E-02,-0.228,0.196,-0.375
10.21,8.32E-02,-0.226,0.219,-0.352
10.218,9.07E-02,-0.223,0.241,-0.331
10.226,9.84E-02,-0.22,0.258,-0.312
10.235,0.104,-0.213,0.272,-0.296
10.243,0.112,-0.209,0.289,-0.273
10.251,0.12,-0.204,0.304,-0.25
10.26,0.128,-0.199,0.313,-0.235
10.268,0.136,-0.194,0.321,-0.221
10.276,0.144,-0.188,0.329,-0.205
10.285,0.151,-0.182,0.338,-0.189
10.293,0.159,-0.176,0.345,-0.175
10.301,0.166,-0.169,0.352,-0.161
10.31,0.172,-0.163,0.358,-0.148
10.318,0.178,-0.156,0.364,-0.137
10.326,0.183,-0.149,0.369,-0.127
10.335,0.188,-0.143,0.374,-0.118
10.343,0.193,-0.137,0.378,-0.111
10.351,0.197,-0.131,0.382,-0.104
10.36,0.201,-0.125,0.386,-9.77E-02
10.368,0.204,-0.12,0.389,-9.27E-02
10.376,0.21,-0.114,0.392,-8.86E-02
10.385,0.213,-0.109,0.394,-8.55E-02
10.393,0.215,-0.105,0.397,-8.29E-02
10.401,0.216,-0.102,0.399,-8.14E-02
10.41,0.218,-9.85E-02,0.401,-8.05E-02
10.418,0.219,-9.60E-02,0.402,-8.05E-02
10.426,0.22,-9.39E-02,0.403,-8.12E-02
10.435,0.22,-9.25E-02,0.404,-8.26E-02
10.443,0.221,-9.14E-02,0.405,-8.50E-02
10.451,0.218,-9.30E-02,0.405,-8.81E-02
10.46,0.221,-9.13E-02,0.405,-9.19E-02
10.468,0.217,-9.40E-02,0.405,-9.64E-02
10.476,0.217,-9.54E-02,0.404,-0.102
10.485,0.216,-9.75E-02,0.403,-0.107
10.493,0.215,-1.00E-01,0.402,-0.113
10.501,0.213,-0.103,0.4,-0.12
10.51,0.212,-0.107,0.399,-0.127
10.518,0.209,-0.11,0.396,-0.135
10.526,0.207,-0.115,0.393,-0.144
10.535,0.204,-0.12,0.389,-0.154
10.543,0.201,-0.125,0.385,-0.164
10.551,0.198,-0.13,0.38,-0.176
10.56,0.194,-0.136,0.377,-0.189
10.568,0.189,-0.142,0.368,-0.2
10.576,0.184,-0.149,0.361,-0.217
10.585,0.179,-0.155,0.352,-0.231
10.593,0.173,-0.162,0.343,-0.244
10.601,0.166,-0.169,0.335,-0.256
10.61,0.159,-0.175,0.324,-0.269
10.618,0.152,-0.181,0.312,-0.284
10.626,0.144,-0.187,0.298,-0.299
10.635,0.136,-0.193,0.283,-0.315
10.643,0.128,-0.199,0.264,-0.331
10.651,0.119,-0.204,0.247,-0.345
10.66,0.11,-0.209,0.233,-0.356
10.668,0.102,-0.216,0.215,-0.371
10.676,9.25E-02,-0.22,0.187,-0.383
10.685,8.24E-02,-0.224,0.165,-0.394
10.693,6.93E-02,-0.227,0.141,-0.405
10.701,5.71E-02,-0.23,0.116,-0.412
10.71,4.53E-02,-0.232,9.82E-02,-0.417
10.718,3.41E-02,-0.234,6.38E-02,-0.423
10.726,2.36E-02,-0.239,3.89E-02,-0.427
10.735,1.31E-02,-0.24,1.68E-02,-0.428
10.743,2.73E-03,-0.241,-9.67E-03,-0.428
10.751,-8.79E-03,-0.241,-4.13E-02,-0.426
10.76,-2.16E-02,-0.237,-6.56E-02,-0.423
10.768,-3.44E-02,-0.236,-9.00E-02,-0.418
10.776,-4.76E-02,-0.233,-0.113,-0.413
10.785,-6.08E-02,-0.231,-0.133,-0.406
10.793,-7.37E-02,-0.227,-0.159,-0.397
10.801,-8.68E-02,-0.224,-0.179,-0.389
10.81,-9.88E-02,-0.219,-0.199,-0.379
10.818,-0.11,-0.214,-0.218,-0.369
10.826,-0.121,-0.208,-0.237,-0.358
10.835,-0.131,-0.202,-0.253,-0.347
10.843,-0.141,-0.196,-0.27,-0.335
10.851,-0.151,-0.19,-0.284,-0.323
10.86,-0.16,-0.183,-0.298,-0.31
10.868,-0.169,-0.175,-0.311,-0.297
10.876,-0.176,-0.167,-0.323,-0.285
10.885,-0.184,-0.16,-0.334,-0.273
10.893,-0.19,-0.152,-0.344,-0.26
10.901,-0.195,-0.145,-0.353,-0.248
10.91,-0.2,-0.138,-0.361,-0.236
10.918,-0.204,-0.133,-0.369,-0.224
10.926,-0.208,-0.127,-0.376,-0.212
10.935,-0.211,-0.121,-0.382,-0.201
10.943,-0.215,-0.116,-0.387,-0.19
10.951,-0.217,-0.111,-0.392,-0.18
10.96,-0.219,-0.107,-0.397,-0.17
10.968,-0.22,-0.1,-0.4,-0.161
10.976,-0.222,-9.70E-02,-0.404,-0.152
10.985,-0.223,-9.46E-02,-0.406,-0.144
10.993,-0.225,-9.67E-02,-0.409,-0.136
11.001,-0.225,-9.54E-02,-0.41,-0.129
11.01,-0.225,-9.51E-02,-0.412,-0.123
11.018,-0.225,-9.49E-02,-0.412,-0.117
11.026,-0.225,-9.55E-02,-0.413,-0.111
11.035,-0.225,-9.68E-02,-0.413,-0.107
11.043,-0.224,-9.82E-02,-0.413,-0.103
11.052,-0.223,-0.1,-0.412,-9.94E-02
11.06,-0.222,-0.103,-0.41,-9.68E-02
11.068,-0.22,-0.106,-0.409,-9.49E-02
11.077,-0.218,-0.11,-0.406,-9.38E-02
11.085,-0.216,-0.115,-0.404,-9.37E-02
11.093,-0.213,-0.119,-0.401,-9.44E-02
11.102,-0.21,-0.124,-0.398,-9.61E-02
11.11,-0.207,-0.129,-0.394,-9.86E-02
11.118,-0.204,-0.134,-0.389,-0.102
11.127,-0.2,-0.14,-0.385,-0.106
11.135,-0.195,-0.145,-0.38,-0.111
11.143,-0.191,-0.152,-0.375,-0.117
11.152,-0.185,-0.158,-0.369,-0.124
11.16,-0.179,-0.165,-0.364,-0.133
11.168,-0.172,-0.172,-0.358,-0.142
11.177,-0.165,-0.179,-0.351,-0.152
11.185,-0.158,-0.185,-0.344,-0.164
11.193,-0.15,-0.191,-0.337,-0.177
11.202,-0.142,-0.198,-0.33,-0.19
11.21,-0.134,-0.203,-0.321,-0.205
11.218,-0.125,-0.208,-0.312,-0.221
11.227,-0.117,-0.211,-0.303,-0.237
11.235,-0.108,-0.216,-0.292,-0.255
11.243,-9.94E-02,-0.219,-0.279,-0.273
11.252,-9.08E-02,-0.223,-0.266,-0.291
11.26,-8.26E-02,-0.227,-0.251,-0.31
11.268,-7.48E-02,-0.229,-0.233,-0.33
11.277,-6.76E-02,-0.231,-0.214,-0.349
11.285,-6.10E-02,-0.233,-0.193,-0.368
11.293,-5.52E-02,-0.235,-0.168,-0.385
11.302,-5.01E-02,-0.236,-0.141,-0.401
11.31,-4.54E-02,-0.237,-0.111,-0.413
11.318,-4.13E-02,-0.237,-7.96E-02,-0.422
11.327,-3.70E-02,-0.238,-3.27E-02,-0.427
11.335,-3.20E-02,-0.239,3.78E-04,-0.425
11.343,-2.60E-02,-0.239,2.64E-02,-0.421
11.352,-1.86E-02,-0.24,6.02E-02,-0.414
11.36,-1.07E-02,-0.24,8.95E-02,-0.4
11.368,-2.21E-03,-0.24,0.105,-0.393
11.377,6.64E-03,-0.24,0.127,-0.383
11.385,1.56E-02,-0.24,0.151,-0.369
11.393,2.65E-02,-0.239,0.177,-0.354
11.402,3.75E-02,-0.235,0.199,-0.338
11.41,5.00E-02,-0.231,0.212,-0.329
11.418,6.44E-02,-0.228,0.227,-0.318
11.427,7.85E-02,-0.225,0.244,-0.306
11.435,9.16E-02,-0.221,0.26,-0.294
11.443,0.104,-0.215,0.275,-0.284
11.452,0.116,-0.209,0.288,-0.274
11.46,0.127,-0.202,0.301,-0.266
11.468,0.139,-0.195,0.312,-0.259
11.477,0.15,-0.187,0.321,-0.253
11.485,0.158,-0.177,0.33,-0.247
11.493,0.168,-0.168,0.338,-0.242
11.502,0.177,-0.158,0.345,-0.237
11.51,0.185,-0.149,0.351,-0.233
11.518,0.193,-0.139,0.357,-0.228
11.527,0.2,-0.129,0.361,-0.225
11.535,0.206,-0.12,0.363,-0.221
11.543,0.211,-0.111,0.364,-0.217
11.552,0.215,-0.102,0.365,-0.213
11.56,0.218,-9.43E-02,0.365,-0.21
11.568,0.22,-8.72E-02,0.365,-0.207
11.577,0.222,-8.12E-02,0.364,-0.205
11.585,0.224,-7.56E-02,0.363,-0.202
11.593,0.226,-7.06E-02,0.362,-0.199
11.602,0.227,-6.64E-02,0.361,-0.197
11.61,0.228,-6.29E-02,0.36,-0.196
11.618,0.229,-6.02E-02,0.359,-0.195
11.627,0.229,-5.84E-02,0.357,-0.195
11.635,0.232,-5.13E-02,0.356,-0.195
11.643,0.232,-5.08E-02,0.355,-0.196
11.652,0.232,-5.12E-02,0.354,-0.197
11.66,0.231,-5.24E-02,0.353,-0.199
11.668,0.231,-5.44E-02,0.352,-0.201
11.677,0.23,-5.72E-02,0.351,-0.204
11.685,0.229,-6.08E-02,0.35,-0.208
11.693,0.228,-6.51E-02,0.349,-0.212
11.702,0.226,-7.03E-02,0.348,-0.217
11.71,0.225,-7.64E-02,0.347,-0.222
11.718,0.222,-8.36E-02,0.346,-0.227
11.727,0.219,-9.15E-02,0.345,-0.233
11.735,0.216,-0.1,0.343,-0.239
11.743,0.212,-0.109,0.342,-0.245
11.752,0.207,-0.119,0.34,-0.251
11.76,0.201,-0.128,0.337,-0.257
11.768,0.194,-0.138,0.334,-0.263
11.777,0.187,-0.148,0.33,-0.268
11.785,0.179,-0.158,0.326,-0.273
11.793,0.17,-0.168,0.32,-0.279
11.802,0.16,-0.177,0.312,-0.285
11.81,0.148,-0.187,0.304,-0.291
11.818,0.136,-0.196,0.293,-0.297
11.827,0.122,-0.201,0.282,-0.303
11.835,0.11,-0.209,0.27,-0.31
11.843,9.75E-02,-0.219,0.257,-0.317
11.852,8.42E-02,-0.224,0.242,-0.325
11.86,7.11E-02,-0.224,0.227,-0.333
11.868,6.06E-02,-0.227,0.209,-0.343
11.877,4.87E-02,-0.23,0.191,-0.353
11.885,3.60E-02,-0.233,0.175,-0.361
11.893,2.22E-02,-0.235,0.155,-0.371
11.902,8.54E-03,-0.24,0.134,-0.382
11.91,-2.92E-03,-0.24,0.11,-0.392
11.918,-1.32E-02,-0.24,8.49E-02,-0.402
11.927,-2.15E-02,-0.236,5.07E-02,-0.413
11.935,-2.95E-02,-0.235,2.49E-02,-0.42
11.943,-3.65E-02,-0.234,3.15E-03,-0.421
11.952,-4.30E-02,-0.233,-4.00E-02,-0.424
11.96,-4.87E-02,-0.232,-5.93E-02,-0.423
11.968,-5.40E-02,-0.231,-0.103,-0.417
11.977,-5.90E-02,-0.23,-0.123,-0.412
11.985,-6.39E-02,-0.229,-0.164,-0.394
11.993,-6.92E-02,-0.227,-0.189,-0.381
12.002,-7.49E-02,-0.226,-0.213,-0.366
12.01,-8.11E-02,-0.224,-0.228,-0.35
12.019,-8.76E-02,-0.221,-0.25,-0.327
12.027,-9.46E-02,-0.219,-0.265,-0.311
12.035,-0.102,-0.216,-0.285,-0.288
12.043,-0.11,-0.212,-0.299,-0.268
12.052,-0.118,-0.208,-0.31,-0.25
12.06,-0.126,-0.204,-0.321,-0.231
12.069,-0.134,-0.199,-0.33,-0.214
12.077,-0.142,-0.194,-0.338,-0.198
12.085,-0.149,-0.189,-0.345,-0.183
12.094,-0.156,-0.183,-0.351,-0.17
12.102,-0.163,-0.178,-0.357,-0.158
12.11,-0.169,-0.172,-0.362,-0.147
12.119,-0.172,-0.164,-0.367,-0.136
12.127,-0.177,-0.159,-0.371,-0.127
12.135,-0.182,-0.154,-0.376,-0.119
12.144,-0.186,-0.148,-0.38,-0.111
12.152,-0.19,-0.143,-0.383,-0.104
12.16,-0.194,-0.138,-0.387,-9.82E-02
12.169,-0.198,-0.134,-0.39,-9.35E-02
12.177,-0.201,-0.129,-0.393,-9.00E-02
12.185,-0.203,-0.126,-0.395,-8.70E-02
12.194,-0.205,-0.123,-0.397,-8.46E-02
12.202,-0.207,-0.119,-0.4,-8.35E-02
12.21,-0.208,-0.117,-0.401,-8.32E-02
12.219,-0.21,-0.115,-0.403,-8.35E-02
12.227,-0.21,-0.113,-0.404,-8.48E-02
12.235,-0.211,-0.112,-0.405,-8.68E-02
12.244,-0.211,-0.112,-0.406,-8.95E-02
12.252,-0.211,-0.111,-0.406,-9.30E-02
12.26,-0.211,-0.112,-0.406,-9.72E-02
12.269,-0.211,-0.113,-0.406,-0.102
12.277,-0.21,-0.114,-0.406,-0.108
12.285,-0.209,-0.116,-0.405,-0.115
12.294,-0.207,-0.119,-0.403,-0.123
12.302,-0.206,-0.121,-0.402,-0.131
12.31,-0.204,-0.124,-0.399,-0.141
12.319,-0.202,-0.128,-0.396,-0.151
12.327,-0.199,-0.132,-0.393,-0.161
12.335,-0.196,-0.136,-0.388,-0.173
12.344,-0.193,-0.141,-0.381,-0.184
12.352,-0.192,-0.144,-0.375,-0.196
12.36,-0.189,-0.149,-0.369,-0.209
12.369,-0.184,-0.154,-0.362,-0.222
12.377,-0.18,-0.16,-0.354,-0.236
12.385,-0.175,-0.166,-0.345,-0.251
12.394,-0.169,-0.173,-0.334,-0.265
12.402,-0.163,-0.178,-0.322,-0.28
12.41,-0.156,-0.184,-0.309,-0.295
12.419,-0.149,-0.189,-0.296,-0.309
12.427,-0.142,-0.194,-0.281,-0.324
12.435,-0.135,-0.2,-0.264,-0.338
12.444,-0.126,-0.203,-0.246,-0.352
12.452,-0.118,-0.208,-0.228,-0.365
12.46,-0.109,-0.213,-0.209,-0.376
12.469,-0.1,-0.217,-0.191,-0.389
12.477,-9.07E-02,-0.221,-0.166,-0.397
12.485,-8.06E-02,-0.225,-0.139,-0.407
12.494,-6.89E-02,-0.227,-0.118,-0.413
12.502,-5.77E-02,-0.23,-9.33E-02,-0.419
12.51,-4.52E-02,-0.231,-6.70E-02,-0.424
12.519,-3.33E-02,-0.233,-3.94E-02,-0.427
12.527,-2.16E-02,-0.237,-1.96E-02,-0.428
12.535,-9.39E-03,-0.238,5.95E-03,-0.428
12.544,2.98E-03,-0.238,3.03E-02,-0.426
12.552,1.64E-02,-0.234,5.68E-02,-0.423
12.56,2.64E-02,-0.234,7.57E-02,-0.42
